ANO,REGIAO,UF,MUNICIPIO,AREA,DEPENDENCIA_ADM,LOCALIZACAO,NOTA_LP,NOTA_MT,SEXO,RACA_COR,IDADE,COMPUTADOR,MORA_MÃE,MORA_PAI,REUNIÕES_ESCOLARES,USO_TEMPO_TELAS,AFAZERES_DOM,BIBLIOTECA
2017,2,23,2304400,1,3,1,239.074356,238.950965,A,F,C,A,A,B,A,D,E,B
2017,1,15,1502152,2,3,1,266.771607,250.691596,B, ,D,B,A,A,A,D,D,A
2017,2,29,2930154,2,3,2,129.037594,135.07608,A,C,D,A,A, ,C,D,A,C
2017,3,35,3525904,2,3,1,251.435653,300.566668,A,A,C, ,A,A,A,D,E,B
2017,3,35,3508405,2,3,1,262.126961,269.549164,A,B,D,A,A,B,A,D,A,C
2017,5,51,5100607,2,2,1,194.451046,260.994452,B,C,D,A,B,A,A,D,C,A
2017,3,35,3541000,2,3,1,228.249501,231.868234,B,A,B,B,A,B,A,A,A,B
2017,3,35,3550308,1,2,1,209.514067,246.542653,A,B,D,D,A,A,A,A,A,B
2017,2,23,2303808,2,3,1,161.064964,158.548902,B,C,E,A,A,B,B,C,B,A
2017,2,25,2508109,2,3,1,165.905577,187.481286,A,A,E,A,A,A,A,C,C,A
2017,3,33,3304557,1,3,1,257.168283,261.084774,B,C,D,C,A,B,B,B,A,C
2017,2,23,2300705,2,3,2,199.720065,224.688194,B,C,C,B,A, ,B,E,A,C
2017,1,13,1302603,1,2,1,273.098253,349.529129,B,C,B,B,A,A,A,D,C,C
2017,3,35,3526803,2,3,1,236.845223,286.005654,A,A,D,B,A,A,A,B,B,B
2017,1,15,1502152,2,3,1,207.770142,242.814299,A,A,D,D,A,B, ,B,E,A
2017,3,31,3133600,2,3,1,209.623703,234.297091,B,F,D,A,A,A,B,C,A,A
2017,3,31,3118601,2,3,1,239.73768,247.991326,A, ,D,A,A,A,B,B,A,C
2017,1,14,1400100,1,3,1,212.551584,219.682197,B,B,D,A,A,A,B,A,E,C
2017,3,35,3550308,1,2,1,171.137408,174.38644,B,B,D,B,A,A,B,A,D,A
2017,2,26,2614600,2,3,1,112.023882,208.250483,B,F,C,D,A,B,B,D, ,A
2017,2,29,2921500,2,3,2,183.753237,153.853443,B,B,E,A,A,A,C,C,C,C
2017,4,41,4109708,2,3,1,184.674288,223.786315,A,C,C,A,A,A,B,D,D,B
2017,3,33,3306305,2,3,1,241.555155,247.38618,A,C,E,B, ,B,A,D,A,B
2017,2,25,2510709,2,3,1,150.657166,202.83815,A,A,D,C,A,A,A,C,E,B
2017,4,43,4308201,2,3,1,184.570822,250.621172,A,F,D,A,A,A,A,B,A,C
2017,5,50,5002704,1,3,1,243.198039,247.312122,A,D,B,C,A,A,A,B,D,B
2017,1,16,1600303,1,3,1,121.169546,133.333749,A,A,B,B,A,A,B,E, ,B
2017,5,51,5106307,2,2,1,237.9737,239.223161,A,A,C,D,A,C,B,D,A,B
2017,4,41,4107652,2,3,1,239.585457,260.098051,B,A,C,B,A,B,A,C,A,B
2017,3,33,3301702,2,3,1,168.680629,126.16511,B,D,G,A,B,A,C,B,B,A
2017,3,35,3506003,2,2,1,247.994577,237.226408,B,C,C, ,A,A,A,D,C,B
2017,2,23,2304202,2,3,2,202.851241,158.243282,A,C,D,A,A,A,B,B, ,B
2017,5,50,5002704,1,3,1,214.215514,256.114382,B,A,D,A,A,A,A,B,A,C
2017,3,33,3304201,2,3,1,147.472384,208.124949,A,A,G,B,B,A,B,B,C,B
2017,4,42,4211702,2,2,1,178.53595,221.363438,B,A,E,B,A,A,A,D,B,A
2017,3,31,3135803,2,2,1,221.767216,261.158217,A,C,D,A,C,A,C,D,A,A
2017,2,23,2302107,2,3,1,230.728593,270.075447,B,C,D,A,A,A,B,A,A,C
2017,2,26,2606408,2,3,1,171.005569,188.040433,A,F,E,C,A,B, ,B,D,B
2017,4,41,4128104,2,3,1,258.1517,289.806165,A,A,C,A,A,A,A,D,A,B
2017,3,35,3519055,2,3,1,316.425988,293.618748,B,E,D,C,B,A,A,D,A,C
2017,2,26,2600401,2,3,1,147.256969,156.019662,A,A,F,B,A,A,A,A,A,A
2017,3,35,3523909,2,3,1,246.698065,219.176148,B,A,C,B,A,A,A,D,B,C
2017,3,33,3302403,2,3,1,237.020861,214.965276,B,E,C,A,A,A,A,A,A,A
2017,3,31,3170107,2,2,1,191.869591,243.899225,A,F,D,B,A,A,A,D,A,B
2017,2,23,2301851,2,3,2,205.017347,231.072606,B,E,D,A,B,B,B,B,B,B
2017,2,25,2506905,2,2,2,232.227518,218.234195,B,C,C,C,A,B,A,A,E,B
2017,1,13,1300029,2,2,1,211.094144,182.349979,A,C,C,A,A,A,A,C,C,C
2017,3,35,3550308,1,3,1,216.838454,219.839814,B,C,D,C,A,B,B,C,B,A
2017,3,32,3203106,2,3,1,186.760453,171.329688,A,C,E,B,A,A,B,D,A,A
2017,2,21,2111300,1,3,1,227.919713,215.099697,B,C,D,B,A,B,A,A,D,C
2017,2,27,2700300,2,3,1,166.072234,197.333929,A,A,D,B,A,C,C,D,E,C
2017,2,21,2107506,2,3,2,186.730537,220.587318,B,C,C,A,A,B,C,E,A,A
2017,5,52,5201405,2,3,1,159.874782,132.038332,B,B,D,A,A, ,B,B,A,A
2017,4,43,4314407,2,3,1,243.330593,279.833297,A,A,F,B,A,A,C,B,C,B
2017,2,26,2607901,2,3,1,176.62063,150.044604,A,A,E,B,A,A,A,A,A,B
2017,4,41,4108304,2,3,1,282.751382,326.44856,A,A,D,C,C,A,B,D,A,B
2017,3,31,3104007,2,3,1,297.216089,272.079634,B,A,C,B,A,A,A, ,B,B
2017,5,51,5102793,2,3,2,242.022456,275.142086,A,F,C,B,A,A,A,B,B,C
2017,5,53,5300108,1,2,1,225.927316,153.95444,B,F,C,B,A,A,A,A,A,C
2017,3,31,3170206,2,2,1,171.002098,189.084445,A,A,C,B,A,A,A,D,B,A
2017,3,33,3304557,1,3,1,288.287328,268.80004,B,C,E,A,B,A,A,A,E,B
2017,3,33,3304557,1,3,1,168.685092,272.766662,A,C,F,B,A,B,A,E,A,A
2017,3,31,3159357,2,3,1,180.035647,184.598751,B,F,D,B,A,A,B,A,C,B
2017,2,26,2602704,2,3,1,188.599359,272.851171,A,C,D,B,C,C,B,D,E,B
2017,2,26,2613503,2,3,1,118.959255,171.664036,A,A,D,A,A,A,A,C,C,A
2017,4,43,4304606,2,3,1,221.78143,225.950634,A,A,C,A,A,A,A,B,A,B
2017,3,31,3116100,2,2,1,211.432197,234.92437,A,C,D,B,A,A,B,C,A,B
2017,3,31,3106200,1,3,1,163.66504,266.81357,B,C,C, ,A,A,B,B,B,A
2017,4,41,4115200,2,3,1,257.345959,230.277426,B,C,C,D,A,B,C,D,B,A
2017,2,29,2921005,2,3,1,137.534423,213.171803,A,B,C,A,B,A,C,D,C,C
2017,4,41,4106407,2,3,1,211.809697,201.995461,B,A,C,C,A,A,A,A,A,C
2017,1,15,1504208,2,3,1,138.555028,156.291243,A,B,D,B,A,A,A,A,E,C
2017,2,29,2927408,1,3,1,220.786885,212.372822,B,C,D,B,A,C,A,A,A,A
2017,2,24,2404200,2,3,1,246.927529,299.66451,A,E,D,A,A,B,B,A,A,C
2017,4,41,4106902,1,3,1,316.425988,285.982012,A,A,C,C,A,A,A,D,A,B
2017,4,41,4106902,1,3,1,259.5211,278.521392,A,A,C,C,A,B,C,A,D,B
2017,3,35,3523107,2,3,1,199.501179,207.86002,B,A,C,B,A,A,A,C,D,C
2017,4,41,4112009,2,3,2,191.212878,260.036011,A,C,C,A,A,A,B,E,E,B
2017,2,23,2305605,2,3,1,147.41068,168.431895,B,A,C,B,A,A,B,E,E,B
2017,3,32,3200607,2,3,2,200.861434,265.394855,A,E,C,B,A,A,A,B,A,A
2017,3,35,3550308,1,3,1,174.724977,177.51043,B,A,C,A,A,A,A,E,A,A
2017,2,26,2605152,2,3,2,192.638639,248.22395,B,C,C,A,A,B,A,A,B,B
2017,3,35,3550308,1,3,1,265.324139,268.282085,A,A,C,B,A,A,B,A,A,B
2017,2,24,2402006,2,3,1,115.662358,143.833011,A,C,G,A,B,A,B,A,B,B
2017,1,17,1702109,2,2,1,211.060868,207.889251,A,B,C,A,A,A,B,A,A,A
2017,2,27,2709202,2,3,2,154.08783,177.696328,B,C,C,A,A,A,A,A,A,C
2017,3,35,3505708,2,3,1,265.292185,252.023398,B,C,C,B,A,A,A,B,A,C
2017,4,41,4110409,2,3,1,298.498718,273.770153,B,A,C,B,A,A,A,C,A,B
2017,4,41,4106902,1,3,1,200.777141,168.501034,A,A,C,B,A,A,B,A,E,B
2017,2,28,2806107,2,3,1,217.169675,290.941003,A,F,D,B,A,B,A,C,A,A
2017,4,41,4122206,2,3,1,150.078466,159.228888,B,A,D,A,A,A,C,B,A,A
2017,1,13,1302603,1,3,1,222.511362,226.197119,B,C,C,A,B,A,C,B,B,C
2017,2,24,2408102,1,2,1,149.431174,158.695563,A,A,C,A,A,A,C,A,A,A
2017,4,43,4304630,2,3,1,234.460011,279.646672,B,A,D,A,A,A,B,B,C,C
2017,3,31,3159605,2,2,1,238.466015,257.746382,A,C,C,B,A,C,B,D,A,B
2017,5,52,5208707,1,3,1,217.896191,237.187786,A,F,D,B,A,A,A,E,C,C
2017,1,13,1302603,1,3,1,234.348282,238.933583,B,A,F,A,A,A,C,E,A,C
2017,4,42,4208401,2,3,1,223.557034,259.251562,A,C,D,A,A,B,A,B,B,A
2017,3,33,3304557,1,3,1,221.867376,268.955644,A,F,C,A,A,A,A,D,A,B
2017,3,33,3300407,2,3,1,218.109072,224.664272,B,A,C,B,A,A,B,E,A,B
2017,3,35,3553302,2,3,1,251.835962,249.288699,A,B,D,B,A,B,A,C,B,B
2017,3,35,3549409,2,2,1,181.871413,153.281106,A,C,D,C,A,A,A,A,E,A
2017,1,16,1600402,2,2,1,234.02874,257.508672,B,C,C,B,A,A,A,D,B,B
2017,4,43,4314100,2,2,1,231.28757,258.325929,B,C,C,A,A,C,A,A,B,C
2017,2,23,2303956,2,3,2,168.238946,198.750409,A,C,E,A,A,A,C,A,B,A
2017,2,24,2401701,2,3,1,187.109524,196.802673,B,A,D,A,A,B,A,E,B,B
2017,3,35,3552403,2,2,1,237.924061,275.176013,B,C, ,B,A,A,A,A,C,B
2017,2,25,2516201,2,2,2,234.688153,220.660872,B,A,C,A,A,A,A,A,E,B
2017,3,35,3550308,1,3,1,263.913749,255.915237,A,C,C,C,A,B,A,C,A,B
2017,3,35,3550308,1,2,1,251.746986,233.061032,B,C,D,A,A,B,B,A,A,B
2017,4,41,4105805,2,3,1,268.193842,214.269025,B,C,C,A,A,B,A,D,A,B
2017,2,21,2108454,2,3,1,127.584562,184.234277,A,F,E,A,A,A,A,A,D,A
2017,4,42,4214805,2,3,1,180.07559,235.924619,B,F,D,A,A,B,A,D,A,B
2017,5,52,5208707,1,3,1,189.413088,232.204482,A,C,D,B,A,C,C,A,C,B
2017,2,29,2906006,2,3,2,121.094123,180.167383,A,E,F,A,A,A,A,C,C,A
2017,3,33,3304557,1,3,1,184.422401,225.706775,A,B,C,A,A,A,A,E,E,C
2017,2,26,2607208,2,3,1,186.390942,156.221545,A,A,D,C,A,A,C,C,E,B
2017,2,24,2407252,2,3,1,299.965523,273.963373,A,C,D,A,B,B,A,D,D,B
2017,3,31,3143302,2,2,1,237.026205,238.066972,B,A,D,A,A,A,A,D,B,A
2017,2,26,2610400,2,3,1,149.228595,144.88278,B,C,C,A,A,A,B,C,A,A
2017,3,33,3304557,1,3,1,246.670243,200.407896,A,C,C,B,A,A,A,E,A,B
2017,3,31,3143302,2,3,1,324.987386,339.760045,B,C,D,A,A,A,A,C,B,B
2017,2,28,2806206,2,3,2,186.541291,244.41908,B,C,C,A,A,B,A,E,A,C
2017,3,32,3201209,2,3,1,231.933209,194.76523,B,C,D,B,A,A,B,C,A,B
2017,3,32,3205200,2,3,1,200.190066,216.903901,B,C,E,B,A,A,A,A,A,B
2017,1,13,1300631,2,3,2,157.206996,185.512311,B,C,D,A,A,A,C,B,A,B
2017,2,26,2609006,2,3,1,209.032496,216.853486,B,F,C,B,A,B,B,D,B,A
2017,3,35,3522505,2,3,1,238.455933,301.587485,A,A,D,B,A,A,A,D,B,C
2017,5,53,5300108,1,2,1,288.471836,290.677303,B,A,C,D,A,A,A,E,D,C
2017,3,35,3510609,2,2,1,257.929398,246.054992,B,A,D,B,A,B,A,C,B,B
2017,2,25,2508604,2,3,2,175.362958,199.60735,B,C,D,A,A,A,B,D,A,B
2017,3,35,3552502,2,2,1,137.831266,127.413298,A,B,D,B,A,A,A,C,A,A
2017,2,21,2103554,2,3,2,142.851704,135.990031,A,A,H,A,A,B,A,D,E,A
2017,5,51,5107602,2,2,1,225.500232,201.925149,B,A,C, ,C,C,A,A,A,C
2017,2,28,2803500,2,2,1,170.12099,154.774996,A,A,H,B,A,B,B,B,B,A
2017,2,26,2612604,2,3,1,149.30501,155.290994,B,C,E,B,A,B,A,D,D,B
2017,1,15,1501204,2,3,2,136.850935,137.789988,A,B,B, , , , , , ,C
2017,2,21,2111300,1,3,1,234.709529,221.389372,A,A,D,A,A,A,C,D,E,B
2017,3,35,3539806,2,3,1,252.501875,253.570666,A, ,C,B,A,A,B,B,E,B
2017,1,17,1709807,2,3,1,236.934695,206.288104,A, ,C,B,A,C,A,D,A,B
2017,3,35,3538105,2,3,1,220.798455,265.260434,A,C,C,C,A,A,A,D,E,A
2017,1,15,1503077,2,3,2,151.994392,131.99876,B,A,G,A,A,A,A,A,B,A
2017,2,29,2933307,2,3,1,231.205591,280.746522,B,A,C,B,A,B,A,B,A,C
2017,3,35,3551801,2,3,1,261.755081,252.911975,A,C,D,C,A,A,A,B,A,B
2017,3,35,3511102,2,3,1,189.245384,184.800243,A, ,D,B,A,A,A,B,C,A
2017,3,35,3534401,2,3,1,207.974152,247.409151,A,F,C,B,A,A,C,A,B,C
2017,5,53,5300108,1,2,1,198.744086,226.369267,B,B,D,B,A,A,A,A,C,A
2017,3,31,3170701,2,2,1,186.083411,242.785626,A,C,C,B,A,B,A,B,A,A
2017,4,43,4309308,2,3,1,156.731209,173.850377,A,C,E,A,A,B,C,C,A,B
2017,5,53,5300108,1,2,1,203.904956,217.061015,B,F,C,C,A,A,A,A,D,C
2017,1,15,1504422,2,3,1,215.511255,216.019182,A,C,D,B,A,A,A,B,C,B
2017,1,17,1720903,2,3,1,190.917082,253.477773,B,F,C,A,A,A,B,E,A,B
2017,3,35,3507803,2,3,1,250.960418,287.330135,A,A,D,C,A,A,A,D,B,C
2017,5,53,5300108,1,2,1,181.94667,219.193866,A,A,D,B,A,B,A,B,A,B
2017,2,23,2302057,2,3,2,292.042382,235.533094,B,C,D,A,A,A,A,D,C,B
2017,1,13,1302603,1,2,1,224.824127,255.081883,A,C,C,A,A,A,A,A, ,A
2017,2,23,2309607,2,3,1,174.383398,169.693273,A,A,D,A,A,A,A,A,E,C
2017,3,35,3547809,2,2,1,247.208064,164.149425,B,B,C,C,A,B,C,D, ,C
2017,1,11,1100288,2,2,1,232.35252500000001,270.298792,A,C,D,C,A,A,A,A,D,A
2017,3,35,3510203,2,3,2,249.632448,277.731578,B,A,D,A,C,A,B,C,E,B
2017,4,42,4203204,2,3,1,201.650922,252.307387,B,A,C,B,A,A,A,A,D,C
2017,4,42,4204202,2,2,1,248.970666,255.364027,A,A,C,A,A,A,B,C,E,A
2017,4,41,4109401,2,3,1,218.106317,234.753172,A,A,C,C,A,A,A,C,A,C
2017,4,43,4316907,2,3,1,281.687805,216.613764,B,A,E,B,A,C,A,C,B,C
2017,2,23,2313401,2,3,2,249.014245,255.012688,A,C,C,A,A,A,A,D,E,C
2017,4,43,4315503,2,2,1,196.84678,152.161974,A,F,D,C,A,A,C,D,A,C
2017,3,31,3120904,2,3,1,294.991364,294.966871,A,C,D,B,A,A,A,D,A,C
2017,1,15,1504455,2,3,1,212.014644,209.448871,B,C,D,A,A,A,A,D,A,C
2017,3,35,3550308,1,2,1,169.904418,207.583129,A,D,C,A,A,B,A,B,C,B
2017,2,29,2902807,2,3,2,162.74487,202.992692,A,C,D,B,A,A,C,A,A,A
2017,2,21,2102325,2,3,1,187.033771,167.598205,B,C,C,A,A,A,C,D,D,A
2017,3,31,3132404,2,3,1,227.69124,278.109074,A,A,D,B,A,B,A,B,A,B
2017,4,42,4204608,2,3,1,249.61939,268.657458,B,A,D,A,A,A,C,A,A,C
2017,4,41,4113254,2,3,1,285.469633,272.040286,A,A,C,B,A,B,A,B,A,B
2017,4,43,4316907,2,3,1,180.647128,192.156064,B,E,C,A,A,B,A,A,A,A
2017,2,25,2507507,1,2,1,191.463388,188.3043,A,C,D,A,A,B,A,D,E,B
2017,3,33,3305604,2,3,2,156.690936,170.647131,A,B,E,A,A,B,A,D,A,C
2017,3,35,3534401,2,3,1,296.160445,300.297434,B,C,D,A,C,C,A,A,A,B
2017,3,31,3163904,2,3,1,197.205218,288.464581,A,C,D,A,A,A,A,D,B,C
2017,3,31,3143203,2,3,1,270.149271,252.686337,B,C,D,B,A,A,A,A,B,A
2017,3,35,3522208,2,3,1,169.349242,232.103485,B,C,C,B,A,A,A,A,A,C
2017,2,29,2906501,2,3,2,183.659798,208.25026,B,F,F,B,A,A,C,B,D,C
2017,3,31,3156700,2,3,1,221.293964,265.775538,B,C,C,B,A,A,A, ,C,B
2017,4,41,4103800,2,3,1,228.70292,226.989672,B,C,E,B,A,A,A,A,A,B
2017,3,35,3550308,1,2,1,130.02371,134.129991,B,C,D,B, ,B,C,E,E,B
2017,2,23,2313351,2,3,1,186.95642,275.164275,A,C,C,A,A,B,A,D,E,C
2017,3,31,3133758,2,3,1,174.39888,153.254836,A,B,E,B,A,A,A,D,D,A
2017,2,29,2927408,1,3,1,123.138197,192.760037,A,C,D,A,A,B,C,A,A,A
2017,2,24,2412906,2,3,2,196.582993,171.724624,B,C,C,A,A,B,B,A,B,C
2017,2,24,2409704,2,3,2,145.58731,140.811583,A,F,D,A,A,A,B,C,D,A
2017,3,35,3513801,2,2,1,220.826387,347.760864,A,C,D,A,A,B,A,D,E,C
2017,3,35,3538907,2,3,1,141.814351,134.04604,B,A,D,A,A,A,B,A,C,A
2017,3,35,3550308,1,2,1,181.409069,164.121255,B,B,D,B,A,A,B,A,E,B
2017,2,23,2304103,2,3,2,327.98733,273.659263,B,C,D,A,A,A,A,A,A,A
2017,3,33,3304557,1,3,1,179.939509,183.212733,B,F,D,B,B,A,B,D,A,B
2017,2,25,2504009,2,3,2,232.590307,242.759525,A,C,D,A,A,A,C, ,B,C
2017,3,35,3518800,2,2,1,234.60689,187.060193,B,A,C,A,A,A,A,A,A,A
2017,3,31,3100708,2,3,1,227.841425,232.65095,A,B,D,A,A,A,A,D,A,A
2017,2,28,2803005,2,3,1,157.347594,175.54207,A,A,E,A,A,B,B,A,E,A
2017,3,35,3506003,2,2,1,150.631438,210.939016,A,B,C,C,A,A,A,A,E,A
2017,2,26,2614501,2,3,1,210.309064,219.646035,A,C,E,B,A,B,B,C,E,B
2017,3,35,3550308,1,2,1,276.449803,275.204015,A,F,D,A,A,B,A,A,A,A
2017,2,26,2613909,2,3,1,187.822377,158.00166,A,C,E,A,B,B,B,A,A,A
2017,4,42,4209102,2,3,1,240.033806,318.318965,A,A,D,B,A,A,A,D,B,A
2017,2,29,2907608,2,3,1,239.697847,250.645932,B,F,C,A,A,A,C,B,E,C
2017,3,33,3305604,2,3,1,193.091617,180.475741,A,C,D,A,A,A,A,A,D,A
2017,3,35,3506102,2,3,1,142.220444,122.433459,B,F,C,A,C,A,A,C,E,B
2017,3,35,3548500,2,3,1,214.684689,220.327139,B,C,C,A,A,C,A,B,A,C
2017,5,52,5205307,2,3,1,204.243615,197.699298,B,C,C,A,B,A,A,A,D,A
2017,3,35,3553302,2,3,1,206.273255,178.61503,A,C,D,A,A,A,B,E,B,C
2017,1,13,1302603,1,3,1,117.356699,153.030429,B,C,D,A,A,B,A,C,A,B
2017,2,26,2601003,2,3,2,216.045771,182.830709,B,C,C,B,A,A,A,A,A,A
2017,2,21,2112233,2,3,1,182.449397,209.915404,A,C,C,A,A,B,A,A,A,C
2017,3,33,3301009,2,3,1,159.67292,176.084672,B,C,D,D,A,C,B,C,E,A
2017,5,52,5208707,1,3,1,237.131323,219.641563,B,C,C,B,A,A,C,C,E,B
2017,4,43,4305108,2,3,1,250.752881,261.594792,B,C,D,B,A,B,B,B,D,B
2017,2,23,2304400,1,3,1,243.237485,205.13348,B,F,E,A,B,A,A,A,A,B
2017,5,51,5103403,1,2,1,230.338091,209.073274,B,C,C,A,A,A,A,B,B,C
2017,2,26,2611606,1,3,1,200.537926,195.13451,B,C,C,A,A,B,A,A,A,A
2017,3,35,3550308,1,2,1,186.331,195.929243,B, ,E,A,A,A,A,E,E,C
2017,2,26,2608008,2,3,1,117.661861,172.213514,A,C,F,A,A,B,A,D,B,A
2017,2,29,2918407,2,3,2,201.83014,169.038382,B,C,D,A,B,B,B,A,B,C
2017,2,29,2916005,2,3,1,242.575869,269.830415,B,C,D,A,A,A,A,B,A,B
2017,4,42,4204806,2,2,1,207.887931,175.424472,A,C,C,A,A,A,B,D,A,C
2017,2,21,2111078,2,3,2,165.235586,192.47778,B,C, , ,A,B,C,D,B,C
2017,2,26,2616407,2,3,1,176.970583,190.06597,A,A,C,B,A,A,B,D,B,B
2017,3,35,3550308,1,3,1,131.188053,233.818876,A,C,D,A,A,B,A,D,A,A
2017,1,13,1302603,1,3,1,259.732163,249.306528,A,C,E,B,A,C,C,B,A,C
2017,3,31,3145000,2,3,1,274.475532,274.733793,B,C,C,B,A,A,C,C,B,A
2017,2,21,2106755,2,3,1,139.949936,181.874447,A,A,C,A,A,B,C,B,B,A
2017,1,13,1302504,2,3,2,167.476564,140.737805,B,B,D,A,A,A,A,C,C,A
2017,2,21,2104503,2,3,1,169.167159,180.535099,A,C,D,B,A,B,A,A,C,B
2017,2,28,2804508,2,3,2,237.913704,231.040916,B,C,C,A,C,B,A,A,A,A
2017,5,53,5300108,1,2,1,258.26128,249.252425,A,B,D,B,A,B,B,B,A,A
2017,3,35,3549904,2,2,1,295.106068,291.273339,B,C,D,A,A,A,A,E,A,C
2017,2,25,2500601,2,3,2,242.17242100000001,236.072902,B,B,D,A,A, ,C,A, ,B
2017,1,13,1302603,1,3,1,208.450324,162.160273,B,A,C,C,A,A,C,C,C,B
2017,1,12,1200203,2,3,1,235.471745,199.026684,A,F,E,A,A,A,C,B,C,C
2017,2,21,2108009,2,3,1,229.852057,214.098945,B,A,C,B,A,A,A,D,B,A
2017,2,23,2305902,2,3,1,246.757015,242.839115,A,C,D,A,A,A,A,A,A,B
2017,2,21,2104081,2,3,1,176.21674,187.118712,B,F,C,A,A,A,C,B,D,C
2017,4,41,4104303,2,3,1,265.730838,274.758162,A,A,C,B,A,A,A,C,A,B
2017,4,41,4104253,2,3,1,210.909527,304.263442,A,C,H,B,A,A,A,D,A,B
2017,2,23,2306306,2,3,1,148.685926,146.859357,A,C,D,A,A,A,A,C,E,B
2017,3,35,3504503,2,3,1,204.153813,236.460459,B,F,D,B,A,A,C,A,C,B
2017,3,35,3550308,1,2,1,214.058112,227.70487,A,F,E,A,A,A,A,E,E,C
2017,1,14,1400100,1,3,1,193.808161,207.905907,A,C,D,A,B,A,A,A,E,B
2017,3,33,3301603,2,3,1,159.771426,183.839174,A,A,D,B,A,A,B,E,A,C
2017,3,35,3550308,1,2,1,190.354799,216.243701,B,C,E,B,A,A,A,B,D,A
2017,3,35,3550308,1,3,1,254.445955,290.169409,B,F,C,A,C,C,A,D,A,B
2017,2,29,2902807,2,3,2,164.486702,175.594497,A,A,G,A,A,B,C,D,B,A
2017,5,52,5213756,2,3,1,155.665043,191.569251,A,D,D,B,A,B,A,B,A,A
2017,4,41,4109401,2,3,1,185.554459,227.665466,B,F,E,A,A,B,C,D,E,B
2017,1,15,1500602,2,3,1,154.259611,158.58199,B,C,F,A,A,B,A,A,A,A
2017,2,22,2202307,2,3,1,183.291169,205.798934,B,C,C,A,A,A,C,A,A,B
2017,2,28,2800308,1,2,1,149.359111,194.090386,A,B,F,A,B,A,A,A,B,A
2017,3,35,3515004,2,3,1,219.380351,252.15754,A,C,D,A,A,A,A,C,A,B
2017,3,31,3136009,2,2,1,223.635818,232.166866,B,C,C,A,A,A,A,C,B,B
2017,3,33,3304557,1,3,1,146.188709,185.046839,A,C,E,B,A,C,A,B,B,A
2017,2,23,2304400,1,3,1,301.786139,297.990143,B,A,D,A,A,A,B,A, ,B
2017,5,51,5102637,2,3,1,273.416087,273.34185,B,A,C,C,A,A,B,B,B,B
2017,2,29,2931905,2,3,2,235.890565,203.975838,B,A,F,A,B,B,A,D,A,C
2017,2,26,2612471,2,3,1,215.689537,293.587672,A,A,C,A,A,A,B,B,A,B
2017,3,35,3509601,2,3,1,205.889199,192.962982,B,F,E,B,A,A,A,D,B,B
2017,3,35,3550308,1,3,1,249.204923,210.594105,B,A,C,A,A,B,A,A,B,A
2017,3,33,3302858,2,3,1,276.899089,242.314175,B,E,D,A,A,A,A,A,A,B
2017,3,31,3131307,2,2,1,145.378451,259.653428,A,A,C,B,A,A,B,D,E,B
2017,3,32,3203205,2,3,1,158.227821,196.849902,B,C,D,A,A,C,A,B,B,B
2017,1,13,1300300,2,2,1,159.293051,165.638173,B,C,C,A,A,B,A,A,E,A
2017,5,52,5218508,2,3,1,240.946538,259.844356,B,A,D,B,A,A,A,A,D,B
2017,3,35,3550308,1,2,1,262.637346,184.73496,B,A,D,B,A,A,A,B,E,C
2017,2,29,2925303,2,3,2,133.748407,165.79646,A,C,C,A,A,C,A,D, ,B
2017,2,24,2408003,2,3,1,274.641033,265.141607,A,A,D,A,A,A,A,D,E,B
2017,1,15,1507474,2,3,1,129.525225,173.502279,B,A,D,A,A,A,C,B,D,B
2017,4,41,4101408,2,3,1,294.946463,232.236173,B,B,C,A,A,B,B,D,A,A
2017,3,35,3509205,2,3,1,138.073016,180.802153,A,A,D,B,A,B,A,A,B,C
2017,4,41,4123204,2,3,1,147.918696,199.733163,B,B,B,A,A,A,A,D,E,A
2017,4,41,4106902,1,3,1,190.054981,225.501706,A,A,C,B,A,B,B,C,A,B
2017,5,52,5211800,2,3,1,138.782949,117.219376,A,C,C,A,C,B,B,A,D,B
2017,2,28,2805000,2,3,2,202.413304,238.331511,B,B,C,A,A,B,A,A,A,A
2017,2,29,2921500,2,3,1,109.421547,120.122479,A,A, ,A,A,A,C,A,E,A
2017,3,35,3511003,2,3,1,212.96495,229.960126,B,F,C,A,A,C,B,D,B,B
2017,2,26,2611606,1,2,1,235.583695,261.494968,A,C,C,B,A,A,A,D,A,A
2017,3,35,3526100,2,3,1,224.114689,254.433643,B,F,C,A,A,C,B,E,E,C
2017,3,31,3146750,2,2,1,277.30937,269.968133,B,C,C,B,A,A,A,B,A,B
2017,3,31,3120201,2,3,2,256.294998,252.932375,B,A,D,B,A, ,A,B,A,B
2017,2,27,2700300,2,3,2,166.060003,225.633389,A,A,E,B,A,B,A,D,B,C
2017,2,26,2611606,1,3,1,148.150694,220.17785,A,C,H,A,A,A,B,A,B,C
2017,3,33,3304557,1,3,1,160.958248,166.169485,B,A,D,B,B,B,A,B,A,B
2017,2,25,2501575,2,3,1,233.722807,263.500609,A,A,D,A,B,A,A,B,A,C
2017,3,33,3304557,1,3,1,137.580977,172.099605,A,B,E,B,A,B,C,C,A,A
2017,3,35,3556701,2,3,1,273.784937,272.811208,A,C,C,D,A,A,A,B,A,A
2017,3,33,3301702,2,3,1,301.147221,240.840797,B,C,D,B,A,C,A,B,A,A
2017,3,31,3119401,2,2,1,288.786584,278.397199,A,A,D,B,A,A,B,D,B,B
